# portID	slaveID	chipID	channelID	tacID	branch	t0	a0	a1	a2
0	0	6	6	0	E	4.9185500e-02	1.2370835e+02	1.5724695e+02	-1.0000105e-02
0	0	6	6	1	T	7.2055392e-02	1.3185229e+02	1.5997325e+02	-1.0000070e-02
0	0	6	6	1	E	5.3648695e-02	1.2462710e+02	1.5708476e+02	-1.0000155e-02
0	0	6	6	2	T	7.1181826e-02	1.3285950e+02	1.5900490e+02	-1.0000017e-02
0	0	6	6	2	E	5.3717360e-02	1.2507611e+02	1.5707802e+02	-1.0000071e-02
0	0	6	6	3	T	7.1614794e-02	1.3041386e+02	1.6014833e+02	-1.0000001e-02
0	0	6	6	3	E	4.5965895e-02	1.2343567e+02	1.5596710e+02	-1.0000295e-02
0	0	6	7	0	T	2.9647402e-02	1.3479373e+02	1.5651794e+02	-9.9999998e-03
0	0	6	7	0	E	4.7957167e-02	1.1897021e+02	1.4989265e+02	-1.0000055e-02
0	0	6	7	1	T	3.5234027e-02	1.2534062e+02	1.5630620e+02	-1.0000275e-02
0	0	6	7	1	E	4.8521742e-02	1.1999292e+02	1.4975429e+02	-1.0000199e-02
0	0	6	7	2	T	1.7837100e-02	1.2202939e+02	1.5638280e+02	-1.0000024e-02
0	0	6	7	2	E	4.9338087e-02	1.1877808e+02	1.4994533e+02	-9.9999998e-03
0	0	6	7	3	T	2.3038439e-02	1.1979782e+02	1.5681252e+02	-1.0000001e-02
0	0	6	7	3	E	4.9582228e-02	1.1948246e+02	1.4953491e+02	-1.0000001e-02
0	0	6	8	0	T	3.9886050e-02	1.3839394e+02	1.6366731e+02	-1.0000214e-02
0	0	6	8	0	E	4.8620924e-02	1.2157269e+02	1.5738995e+02	-1.0000022e-02
0	0	6	8	1	T	6.6060595e-02	1.3234673e+02	1.6387720e+02	-9.9999998e-03
0	0	6	8	1	E	4.7606215e-02	1.2263689e+02	1.5703709e+02	-1.0000724e-02
0	0	6	8	2	T	6.5900378e-02	1.3298863e+02	1.6353949e+02	-1.0000038e-02
0	0	6	8	2	E	3.6970839e-02	1.2273860e+02	1.5667473e+02	-1.0000003e-02
0	0	6	8	3	T	6.6005282e-02	1.3264799e+02	1.6308272e+02	-1.0000010e-02
0	0	6	8	3	E	3.6871657e-02	1.2133426e+02	1.5667139e+02	-1.0000067e-02
0	0	6	9	0	T	4.0305667e-02	1.3755025e+02	1.6447720e+02	-1.0000125e-02
0	0	6	9	0	E	5.5960402e-02	1.1851721e+02	1.4730641e+02	-1.0000017e-02
0	0	6	9	1	T	6.3931994e-02	1.3352983e+02	1.6371373e+02	-1.0000046e-02
0	0	6	9	1	E	5.5281386e-02	1.2025442e+02	1.4689088e+02	-1.0000135e-02
0	0	6	9	2	T	3.5893969e-02	1.2872595e+02	1.6322647e+02	-1.0000001e-02
0	0	6	9	2	E	5.4220900e-02	1.2094990e+02	1.4731358e+02	-1.0001972e-02
0	0	6	9	3	T	7.0310168e-02	1.3328543e+02	1.6285706e+02	-1.0000105e-02
0	0	6	9	3	E	5.4716811e-02	1.1891302e+02	1.4757835e+02	-1.0000089e-02
0	0	6	10	0	T	6.9095187e-02	1.3887227e+02	1.6435213e+02	-1.0000397e-02
0	0	6	10	0	E	5.2405104e-02	1.2716638e+02	1.5233200e+02	-1.0000458e-02
0	0	6	10	1	T	7.1021609e-02	1.3253127e+02	1.6313878e+02	-1.0000001e-02
0	0	6	10	1	E	5.5006728e-02	1.2560944e+02	1.5214120e+02	-1.0000033e-02
0	0	6	10	2	T	7.0468478e-02	1.2757948e+02	1.6306300e+02	-1.0000013e-02
0	0	6	10	2	E	5.5319533e-02	1.2531451e+02	1.5154150e+02	-1.0000180e-02
0	0	6	10	3	T	6.9577746e-02	1.2970399e+02	1.6385010e+02	-1.0000014e-02
0	0	6	10	3	E	5.5235609e-02	1.2627736e+02	1.5204063e+02	-1.0000038e-02
0	0	6	11	0	T	5.7914309e-02	1.3491071e+02	1.6253864e+02	-9.9999998e-03
0	0	6	11	0	E	5.4602370e-02	1.3380634e+02	1.6323019e+02	-1.0000001e-02
0	0	6	11	1	T	7.1488909e-02	1.2573830e+02	1.6291415e+02	-1.0000014e-02
0	0	6	11	1	E	5.1420912e-02	1.3087291e+02	1.6256934e+02	-1.0001676e-02
0	0	6	11	2	T	7.1410708e-02	1.2692687e+02	1.6285843e+02	-1.0000001e-02
0	0	6	11	2	E	4.7659621e-02	1.3096365e+02	1.6381700e+02	-1.0000001e-02
0	0	6	11	3	T	4.9043231e-02	1.2155570e+02	1.6253654e+02	-9.9999998e-03
0	0	6	11	3	E	5.4396376e-02	1.3174789e+02	1.6325037e+02	-1.0000110e-02
0	0	6	12	0	T	7.1406893e-02	1.4227502e+02	1.6808972e+02	-1.0000001e-02
0	0	6	12	0	E	3.9282545e-02	1.2342529e+02	1.4926620e+02	-1.0000004e-02
0	0	6	12	1	T	7.1925692e-02	1.3205060e+02	1.6818349e+02	-1.0000003e-02
