# portID	slaveID	chipID	channelID	baseline_T	baseline_E	zero_T1	zero_T2	zero_E	noise_T1	noise_T2	noise_E
0	0	7	28	47	7	46.37247127414959	61.249613812753736	61.25053408422966	0.47695685050515213	0.05127880014095347	0.054036271548721204
0	0	7	29	44	6	50.37467880579737	61.28032550441465	61.078940218290384	0.4954826311392721	0.05004404807174224	0.053772368353801905
0	0	7	30	49	5	51.870794453827536	60.39882877898139	59.2361286584084	0.4162158807965084	0.08210734301926918	0.10401867880839505
0	0	7	31	47	6	51.43977174717493	60.369746575245564	61.247995733874774	0.4176754296597085	0.11537129481865577	0.05000007806224466
0	0	7	32	45	5	46.351912924596434	61.15688326981519	60.000241022429336	0.42271619917731623	0.050374453213549455	0.053502937421709966
0	0	7	33	42	5	47.67195103160332	61.274109891988985	59.371683795292	0.5171815870516012	0.05001517859501126	0.06949650612099234
0	0	7	34	45	6	49.53667115163437	61.0	61.009299189711825	0.48873860323807716	0.05270249922957927	0.05012870046998678
0	0	7	35	45	7	47.184964427886364	60.57775981405478	61.05812449283297	0.4377445024297225	0.11970853711158705	0.05665618895702994
0	0	7	36	45	6	48.36964705638379	61.24451538873894	61.07385380589333	0.44878136945635955	0.05002822871170479	0.05026078786453452
0	0	7	37	47	5	44.41170650516528	61.0	59.04758343400903	0.41422689553274705	0.05000055370652702	0.06107276486266269
0	0	7	38	49	7	50.12355536179535	60.43570876836155	60.3515316782999	0.46375169161077423	0.05003637327292842	0.05174843711808374
0	0	7	39	47	6	49.45121608426551	60.452251175339526	61.0	0.05020940281779622	0.05294990313888213	0.05956165370029389
0	0	7	40	44	6	48.13465278169649	61.0	61.018443262456394	0.557323889978611	0.05002151425334723	0.09635517294672277
0	0	7	41	47	5	47.08468438084009	60.517032703272534	59.24606422325127	0.4560590410234182	0.06431443787776363	0.05003726803044291
0	0	7	42	49	5	49.866742945394314	60.371252551878655	59.00891204273	0.4437208597489556	0.09734094618298059	0.05062472377566836
0	0	7	43	47	7	48.05162004356363	60.53237852814408	61.3105537091008	0.4440831325890455	0.06683892438926503	0.05003683301451159
0	0	7	44	46	6	49.80371851327877	61.0	61.000000001503295	0.44697574081593416	0.05009311474022238	0.09235803494074672
0	0	7	45	50	6	48.900286238708595	61.0	61.00000000000543	0.4903860408997852	0.05730138967093977	0.09848480655549675
0	0	7	46	47	5	51.19262686596076	61.0	58.60145545734035	0.443519906593942	0.05335750939390601	0.17455171308567885
0	0	7	47	49	6	48.56224634161534	60.97454544835781	61.295630617955695	0.48093455841445854	0.06167063663505959	0.05030755658478785
0	0	7	48	49	6	47.99073197172689	61.0	60.50291492385349	0.5554336887849831	0.05360075026001598	0.13938629826769106
0	0	7	49	47	7	49.1023988402466	61.0	61.03118582290898	0.5121263151166807	0.054863850470595575	0.05000714783626842
0	0	7	50	44	5	45.74608862100013	61.27056203291081	59.209555950710794	0.4343634593923205	0.052428123621928974	0.055657734611336544
0	0	7	51	47	6	50.26619352506567	61.0	61.106102684417735	0.5155296905176195	0.05853872114832947	0.0584159337754223
0	0	7	52	48	6	47.83527958785408	60.66504663731138	61.24627147374111	0.5658492011730805	0.1664395748469486	0.14422081074586401
0	0	7	53	49	6	48.243940283708845	60.4849972940814	60.31267008802889	0.4548844028037564	0.13728858536662963	0.052418024351899434
0	0	7	54	47	5	46.86226196744631	61.0	59.003096904881225	0.47481260012972326	0.053854699307199716	0.053605089275194535
0	0	7	55	47	5	49.314563211502985	60.29524040880864	59.15137687780068	0.502289459944758	0.1533028770187668	0.05062318468040106
0	0	7	56	46	6	48.20749246190176	60.62519059083529	61.13024056818163	0.4751307809921583	0.16028547280522046	0.05012713351816677
0	0	7	57	50	6	46.92830424679047	60.339748825564634	61.118156037638514	0.48711480990453404	0.12987529739510584	0.050027462694641825
0	0	7	58	48	5	46.70392169058799	61.28432963517755	59.38348040989291	0.42708908026891845	0.05018287297682873	0.05001166109625487
0	0	7	59	48	6	47.942118130798185	61.0	61.29338409601412	0.515675848174858	0.052627677329031765	0.1471818152067485
0	0	7	60	42	6	48.73042972687422	61.36352002441726	61.241341957001424	0.44642957078483325	0.07448128860162256	0.05000166116178888
0	0	7	61	47	6	49.6246685635666	60.56126169782108	61.241102561353564	0.4907975053517252	0.13321738995157378	0.050948689654974344
0	0	7	62	47	5	50.74854369920304	60.40881801349391	59.318130331462946	0.4816603425384274	0.07084953911500386	0.08569836870388226
0	0	7	63	47	7	45.60358277376276	61.239247477187114	61.18854172473766	0.41348479854754533	0.05059140215504235	0.05920600877092246
